filepath,caption
/content/drive/MyDrive/project/SSG/data/frames/0BZAD.mp4/000908.jpg,"A young male person with dark skin, black hair and pink clothing. A food is being held in the hand. A ash floor is present. A yellow bag is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/8CCEV.mp4/000074.jpg,"A middle-aged male person with fair skin, black hair and black clothing. A black laptop is off. A white pillow is located in the floor."
/content/drive/MyDrive/project/SSG/data/frames/1FX8Q.mp4/000170.jpg,"A child male person with dark skin, black hair and multiple clothing. A ash synthetic bag is opened. A black phone or camera is being held in the hand. A white tile floor is present."
/content/drive/MyDrive/project/SSG/data/frames/0FM93.mp4/001025.jpg,"A middle-aged male person with dark skin, black hair and blue clothing. A ash paper box is being held in the hand. The person is holding the box using the hand in the hallway. A brown wood door is opened. There is a bag. There is a doorknob."
/content/drive/MyDrive/project/SSG/data/frames/7LWW3.mp4/000529.jpg,"A young female person with medium skin, black hair and multiple clothing. A transparent polythene bag is being held in the hand. The person is holding the bag using the hand in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/0FVYR.mp4/000735.jpg,"A middle-aged male person with fair skin, black hair and ash clothing. A black wood table is located in the floor. A silver metal cup or glass or bottle is being held in the hand. The person is holding the cup using the hand in the bedroom."
/content/drive/MyDrive/project/SSG/data/frames/1LSEQ.mp4/000181.jpg,"A middle-aged male person with fair skin, black hair and white clothing. A green towel is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/CVTII.mp4/000925.jpg,"A middle-aged male person with dark skin, black hair and white clothing. A medicine is being held in the hand. The person is holding the medicine using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/AXKNF.mp4/000185.jpg,"A middle-aged female person with dark skin, black hair and multiple clothing. A transparent plastic cup or glass or bottle is being held in the hand. The person is holding the bottle using the hand in the diningroom."
/content/drive/MyDrive/project/SSG/data/frames/82B2V.mp4/000274.jpg,"A young male person with fair skin, black hair and black clothing. There is a phone/camera. The person is holding the phone using the hand in the bedroom. A brown leather shoe is being held in the hand. A multiple cloth bed is placed."
/content/drive/MyDrive/project/SSG/data/frames/1K0SU.mp4/000169.jpg,"A middle-aged male person with fair skin, black hair and black clothing. A light is off. A sandwich is being held in the hand. A food is being held in the hand. A white wood door is opened. A cup or glass or bottle is being held in the hand. A wood doorway is located in the closet or walkin closet or spear closet."
/content/drive/MyDrive/project/SSG/data/frames/1FIGA.mp4/000516.jpg,"A middle-aged male person with dark skin, black hair and blue clothing. There is a book. A ash metal shelf is located in the cabinet. A multiple plastic box is placed. A ash metal closet or cabinet is opened. The person is holding the cabinet using the hand in the home office or study room. A ash metal door is opened."
/content/drive/MyDrive/project/SSG/data/frames/4WUNC.mp4/000989.jpg,"A middle-aged female person with fair skin, brown hair and black clothing. A food is being held in the hand. The person is holding the food using the hand in the kitchen. A sandwich is being held in the hand. The person is holding the sandwich using the hand in the kitchen. There is a table."
/content/drive/MyDrive/project/SSG/data/frames/0BZAD.mp4/000180.jpg,"A young male person with dark skin, black hair and pink clothing. A floor is present."
/content/drive/MyDrive/project/SSG/data/frames/1K0SU.mp4/000448.jpg,"A middle-aged male person with fair skin, black hair and black clothing. A sandwich is being held in the hand. The person is holding the sandwich using the hand in the closet or walkin closet or spear closet. A food is being held in the hand. The person is holding the food using the hand in the closet or walkin closet or spear closet. A transparent cup or glass or bottle is being held in the hand. The person is holding the glass using the hand in the closet or walkin closet or spear closet."
/content/drive/MyDrive/project/SSG/data/frames/0SE6A.mp4/000627.jpg,"A young male person with fair skin, black hair and ash clothing. A ash cloth sofa or couch is located in the livingroom. A black laptop is located in the table."
/content/drive/MyDrive/project/SSG/data/frames/11TTU.mp4/000208.jpg,"A middle-aged female person with fair skin, brown hair and multiple clothing. A brown wood table is located in the floor. A brown wood chair is located in the floor. A black phone or camera is being held in the hand. A silver metal cup or glass or bottle is placed."
/content/drive/MyDrive/project/SSG/data/frames/9JIHR.mp4/000463.jpg,"A middle-aged male person with fair skin, black hair and white clothing. A brown tile floor is located in the hallway."
/content/drive/MyDrive/project/SSG/data/frames/BLLCM.mp4/000766.jpg,"A elderly female person with dark skin, black hair and red clothing. A blue velvet sofa or couch is located in the livingroom. A blue velvet chair is located in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/D09K3.mp4/000581.jpg,"A middle-aged male person with dark skin, black hair and white clothing. A metal doorknob is located in the door. A yellow wood door is closed. A transparent glass cup or glass or bottle is being held in the hand. A wood doorway is located in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/9NV2G.mp4/000299.jpg,"A middle-aged male person with fair skin, black hair and red clothing. A white blanket is covered. A white wood bed is carried. There is a cup/glass/bottle."
/content/drive/MyDrive/project/SSG/data/frames/AZMVM.mp4/000238.jpg,"A middle-aged male person with fair skin, black hair and ash clothing. There is a clothes. There is a pillow. A ash wood bed is neat."
/content/drive/MyDrive/project/SSG/data/frames/0YTSJ.mp4/000975.jpg,"A middle-aged male person with dark skin, black hair and white clothing. There is a food. There is a dish. A brown wood table is present. A white plastic chair is present. There is a sandwich. There is a cup/glass/bottle."
/content/drive/MyDrive/project/SSG/data/frames/2CR02.mp4/000662.jpg,"A middle-aged male person with fair skin, black hair and white clothing. A black television is located in the recreation room or man cave. A brown wood chair is located in the recreation room or man cave."
/content/drive/MyDrive/project/SSG/data/frames/05124.mp4/000497.jpg,"A young male person with medium skin, black hair and blue clothing. A silver phone or camera is on. A picture is present. A white ceramic cup or glass or bottle is drinking from. A wood doorway is located in the doorway."
/content/drive/MyDrive/project/SSG/data/frames/23YS1.mp4/000445.jpg,"A young female person with fair skin, black hair and black clothing. A groceries is being held in the hand. The person is holding the groceries using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/92QGQ.mp4/000846.jpg,"A young male person with fair skin, black hair and black clothing. A brown wood chair is located in the livingroom. A black blanket is covered. The person is holding the blanket using the hand in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/0PU21.mp4/000184.jpg,"A young female person with fair skin, blonde hair and green clothing. A brown wood table is located in the livingroom. A black ceramic or melamine dish is being held in the hand. The person is holding the dish using the hand in the livingroom. A black ceramic or melamine cup or glass or bottle is being held in the hand. The person is holding the cup using the hand in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/1VRH1.mp4/000446.jpg,"A young female person with fair skin, blonde hair and multiple clothing. A multiple book is located in the bedroom. There is a sofa/couch. There is a floor. There is a chair. A multiple bed is located in the bedroom."
/content/drive/MyDrive/project/SSG/data/frames/5N26T.mp4/000288.jpg,"A middle-aged male person with medium skin, black hair and blue clothing. A wood doorway is located in the bathroom."
/content/drive/MyDrive/project/SSG/data/frames/CRJGZ.mp4/000490.jpg,"A young male person with dark skin, black hair and multiple clothing. A brown wood table is located in the floor. A brown wood shelf is placed."
/content/drive/MyDrive/project/SSG/data/frames/1G9R7.mp4/000152.jpg,"A young female person with fair skin, brown hair and pink clothing. A multiple wood sofa or couch is located in the livingroom. A orange plastic cup or glass or bottle is being held in the hand. The person is holding the cup using the hand in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/10INO.mp4/000107.jpg,A person. A brown wood door is closed. A wood doorway is located in the diningroom.
/content/drive/MyDrive/project/SSG/data/frames/AXZVQ.mp4/000547.jpg,"A young female person with fair skin, black hair and black clothing. A food is located in the cabinet. A white wood closet or cabinet is opened. There is a chair. A white wood shelf is opened."
/content/drive/MyDrive/project/SSG/data/frames/D8QFD.mp4/000456.jpg,"A young male person with fair skin, brown hair and ash clothing. A black plastic chair is located in the home office or study room. A black phone or camera is being held in the hand. The person is holding the phone using the hand in the home office or study room."
/content/drive/MyDrive/project/SSG/data/frames/2XLVN.mp4/000757.jpg,"A middle-aged male person with medium skin, black hair and orange clothing. A transparent plastic box is located in the bathroom. A medicine is located in the bathroom."
/content/drive/MyDrive/project/SSG/data/frames/32N81.mp4/000097.jpg,"A young person with fair skin, black hair and ash clothing. A transparent glass cup or glass or bottle is being held in the hand. The person is holding the glass using the hand in the stairs."
/content/drive/MyDrive/project/SSG/data/frames/75MO8.mp4/000226.jpg,"A middle-aged male person with dark skin, black hair and multiple clothing. A food is being held in the hand. The person is holding the food using the hand in the diningroom. A white plastic dish is being held in the hand. The person is holding the dish using the hand in the diningroom. A transparent glass cup or glass or bottle is being held in the hand. The person is holding the cup using the hand in the diningroom."
/content/drive/MyDrive/project/SSG/data/frames/0I0FX.mp4/000821.jpg,"A young female person with dark skin, black hair and pink clothing. A sandwich is being held in the hand. A food is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/0HGNK.mp4/000260.jpg,"A elderly female person with fair skin, brown hair and red clothing. A brown paper box is closed. A blue laptop is on. A brown wood table is located in the livingroom. There is a chair."
/content/drive/MyDrive/project/SSG/data/frames/8VVHR.mp4/000324.jpg,"A middle-aged male person with dark skin, black hair and blue clothing. A black phone or camera is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/91H2P.mp4/000090.jpg,A middle-aged male person with fair skin and green clothing. A white light is on. A wood doorway is located in the kitchen.
/content/drive/MyDrive/project/SSG/data/frames/1HP1X.mp4/000933.jpg,"A middle-aged male person with dark skin, black hair and orange clothing. A white blanket is being held in the hand. The person is holding the blanket using the hand in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/03PRW.mp4/000239.jpg,"A middle-aged male person with medium skin, black hair and black clothing. A brown sofa or couch is located in the recreation room or man cave. There is a sandwich. A black rubber shoe is located in the floor. A food is located in the recreation room or man cave."
/content/drive/MyDrive/project/SSG/data/frames/1FPW9.mp4/000526.jpg,"A young male person with fair skin, black hair and black clothing. A multiple blanket is covered. A multiple textile bed is neat. A black ceramic or melamine cup or glass or bottle is placed."
/content/drive/MyDrive/project/SSG/data/frames/81YUE.mp4/000890.jpg,"A young female person with dark skin, black hair and brown clothing. A brown cloth clothes is located in the chair."
/content/drive/MyDrive/project/SSG/data/frames/10M0F.mp4/000608.jpg,"A middle-aged male person with dark skin, black hair and multiple clothing. A white book is being held in the hand. A white paper or notebook is being held in the hand. A white floor is present."
/content/drive/MyDrive/project/SSG/data/frames/72VBG.mp4/000072.jpg,"A middle-aged male person with dark skin, black hair and black clothing. A metal doorknob is located in the door. A white wood door is opened. A wood doorway is located in the bathroom."
/content/drive/MyDrive/project/SSG/data/frames/2MURI.mp4/000495.jpg,A person. A wood doorway is located in the wall.
/content/drive/MyDrive/project/SSG/data/frames/BNH5C.mp4/000347.jpg,"A middle-aged male person with fair skin, black hair and black clothing. A food is being held in the hand. The person is holding the food using the hand in the hallway. A blue plastic dish is being held in the hand. The person is holding the dish using the hand in the hallway. A brown wood chair is located in the floor."
/content/drive/MyDrive/project/SSG/data/frames/0HGNK.mp4/000713.jpg,"A elderly female person with fair skin, brown hair and red clothing. A blue laptop is on. A brown wood table is located in the livingroom. There is a chair."
/content/drive/MyDrive/project/SSG/data/frames/0H5VC.mp4/000738.jpg,"A middle-aged male person with dark skin, black hair and blue clothing. A brown denim sofa or couch is located in the floor. A blue blanket is not folded."
/content/drive/MyDrive/project/SSG/data/frames/1SJQX.mp4/000654.jpg,"A young male person with fair skin, black hair and black clothing. A food is located in the dish."
/content/drive/MyDrive/project/SSG/data/frames/0TL9Y.mp4/000949.jpg,"A middle-aged female person with fair skin, brown hair and ash clothing. A picture is being held in the hand. The person is holding the picture using the hand in the bathroom. A doorway is located in the bathroom."
/content/drive/MyDrive/project/SSG/data/frames/BPN95.mp4/000200.jpg,"A middle-aged female person with fair skin, black hair and black clothing. A black cloth clothes is being held in the hand. The person is holding the clothes using the hand in the basement. There is a cup/glass/bottle."
/content/drive/MyDrive/project/SSG/data/frames/0PPPL.mp4/000588.jpg,"A middle-aged male person with medium skin, black hair and black clothing. A transparent glass dish is being held in the hand. The person is holding the dish using the hand in the hallway. A white polythene bag is being held in the hand. The person is holding the bag using the hand in the hallway. A transparent glass cup or glass or bottle is being held in the hand. The person is holding the glass using the hand in the hallway."
/content/drive/MyDrive/project/SSG/data/frames/1EJKT.mp4/000325.jpg,A male person with fair skin and blue clothing. A green cloth clothes is being held in the hand. The person is holding the clothes using the hand in the bedroom.
/content/drive/MyDrive/project/SSG/data/frames/5F1AW.mp4/000017.jpg,A young male person with fair skin and black clothing. A orange book is being held in the hand. There is a shelf.
/content/drive/MyDrive/project/SSG/data/frames/AWBEC.mp4/000087.jpg,"A middle-aged female person with dark skin, black hair and multiple clothing. A green book is being held in the hand. The person is holding the book using the hand in the stairs. A blue vacuum is being held in the hand. The person is holding the vacuum using the hand in the stairs."
/content/drive/MyDrive/project/SSG/data/frames/31LW5.mp4/000015.jpg,A person. There is a pillow. A wood doorway is located in the bedroom.
/content/drive/MyDrive/project/SSG/data/frames/0D5I8.mp4/000459.jpg,"A middle-aged female person with dark skin, black hair and pink clothing. A multiple velvet sofa or couch is located in the livingroom. A black phone or camera is being held in the hand. The person is holding the phone using the hand in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/4N5P9.mp4/000670.jpg,"A middle-aged male person with fair skin, bald hair and ash clothing. A ash cotton clothes is located in the closet or walkin closet or spear closet. A silver phone or camera is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/7EJUR.mp4/000377.jpg,"A young male person with fair skin, blonde hair and blue clothing. A food is being held in the hand. The person is holding the food using the hand in the kitchen. There is a refrigerator. A white ceramic or melamine cup or glass or bottle is being held in the hand. The person is holding the cup using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/0BZAD.mp4/000801.jpg,"A young male person with dark skin, black hair and pink clothing. A food is being held in the hand. A ash floor is present. A yellow bag is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/974PN.mp4/000177.jpg,"A middle-aged male person with fair skin, brown hair and black clothing. There is a mirror. A brown wood table is located in the floor. A black laptop is opened. A black plastic chair is located in the floor."
/content/drive/MyDrive/project/SSG/data/frames/D24XF.mp4/000374.jpg,"A middle-aged male person with dark skin, black hair and red clothing. There is a towel."
/content/drive/MyDrive/project/SSG/data/frames/03XSP.mp4/000685.jpg,"A middle-aged male person with dark skin, black hair and white clothing. A white shoe is located in the floor. A black phone or camera is on. A blue towel is being held in the hand. The person is holding the towel using the hand in the pantry."
/content/drive/MyDrive/project/SSG/data/frames/1LBUG.mp4/000149.jpg,"A young female person with fair skin, blonde hair and red clothing. A medicine is being held in the hand. The person is holding the medicine using the hand in the laundryroom. A white plastic cup or glass or bottle is being held in the hand. The person is holding the bottle using the hand in the laundryroom."
/content/drive/MyDrive/project/SSG/data/frames/687WB.mp4/000531.jpg,"A middle-aged male person with dark skin, bald hair and white clothing. There is a television. A concrete doorway is located in the home office or study room."
/content/drive/MyDrive/project/SSG/data/frames/27DCQ.mp4/000392.jpg,"A young female person with fair skin, blonde hair and multiple clothing. A multiple bed is located in the bedroom."
/content/drive/MyDrive/project/SSG/data/frames/25YVM.mp4/000030.jpg,A person. There is a dish.
/content/drive/MyDrive/project/SSG/data/frames/15RTV.mp4/000164.jpg,"A young female person with fair skin, blonde hair and green clothing. A brown pillow is located in the closet or walkin closet or spear closet. A blue phone or camera is being held in the hand. A white wood closet or cabinet is opened. A white wood door is opened."
/content/drive/MyDrive/project/SSG/data/frames/32N81.mp4/000507.jpg,"A young person with fair skin, black hair and ash clothing. A transparent glass cup or glass or bottle is being held in the hand. The person is holding the glass using the hand in the stairs."
/content/drive/MyDrive/project/SSG/data/frames/19MUM.mp4/000053.jpg,"A middle-aged female person with fair skin, blonde hair and multiple clothing. There is a dish."
/content/drive/MyDrive/project/SSG/data/frames/15TWQ.mp4/000491.jpg,"A middle-aged male person with dark skin, black hair and multiple clothing. A multiple book is being held in the hand. The person is holding the book using the hand in the bathroom. A mirror is located in the wall."
/content/drive/MyDrive/project/SSG/data/frames/8MS3V.mp4/000069.jpg,"A young female person with fair skin, brown hair and ash clothing. A food is being held in the hand. The person is holding the sandwich using the hand in the kitchen. A ash pillow is being held in the hand. A sandwich is being held in the hand. The person is holding the sandwich using the hand in the kitchen."
/content/drive/MyDrive/project/SSG/data/frames/5OCXJ.mp4/000196.jpg,"A young male person with fair skin, black hair and black clothing. A ash cloth sofa or couch is located in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/7XNAI.mp4/000150.jpg,"A child male person with dark skin, black hair and multiple clothing. A brown textile sofa or couch is located in the floor. A food is located in the table. A black wood table is located in the floor."
/content/drive/MyDrive/project/SSG/data/frames/5VINT.mp4/000798.jpg,"A middle-aged male person with medium skin, black hair and white clothing. A wood doorway is located in the bedroom. A green phone or camera is being held in the hand. The person is holding the camera using the hand in the bedroom. A yellow wood door is opened."
/content/drive/MyDrive/project/SSG/data/frames/CLVGY.mp4/000143.jpg,"A middle-aged male person with medium skin, black hair and ash clothing. A blue textile clothes is located in the box."
/content/drive/MyDrive/project/SSG/data/frames/720KV.mp4/000345.jpg,"A middle-aged male person with dark skin, black hair and white clothing. A black phone or camera is placed. A black laptop is on. There is a bag. A pink pillow is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/0TIHC.mp4/000222.jpg,"A middle-aged male person with dark skin, black hair and black clothing. There is a box. A black laptop is being held in the hand. The person is holding the laptop using the hand in the bedroom. A white cloth bed is messy."
/content/drive/MyDrive/project/SSG/data/frames/C8WLX.mp4/000840.jpg,"A middle-aged male person with medium skin, black hair and orange clothing. A beige plastic table is present. A multiple textile shoe is located in the floor. A white plastic chair is located in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/5I54H.mp4/000620.jpg,"A middle-aged male person with dark skin, black hair and multiple clothing. A green towel is being held in the hand. The person is holding the towel using the hand in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/1VRH1.mp4/000413.jpg,"A young female person with fair skin, blonde hair and multiple clothing. A multiple book is located in the bedroom. There is a sofa/couch. There is a floor. There is a chair. A multiple bed is located in the bedroom."
/content/drive/MyDrive/project/SSG/data/frames/65ULK.mp4/000125.jpg,"A middle-aged male person with fair skin, black hair and black clothing. A black cloth clothes is located in the body. A mirror is located in the wall."
/content/drive/MyDrive/project/SSG/data/frames/136V6.mp4/000141.jpg,"A middle-aged male person with dark skin, black hair and multiple clothing. A brown wood door is opened. A metal doorknob is located in the door. A wood doorway is located in the wall."
/content/drive/MyDrive/project/SSG/data/frames/7LWW3.mp4/000161.jpg,"A young female person with medium skin, black hair and multiple clothing. A white book is placed. A ash plastic table is located in the livingroom. A white paper or notebook is placed. A ash plastic chair is located in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/4VCHD.mp4/000478.jpg,"A middle-aged male person with medium skin, black hair and orange clothing. A food is located in the floor. The person is holding the food using the hand in the livingroom. A ash tile floor is located in the livingroom."
/content/drive/MyDrive/project/SSG/data/frames/1GQAJ.mp4/000509.jpg,"A middle-aged male person with medium skin, black hair and blue clothing. A multiple tile floor is located in the bedroom. A brown wood door is closed. A purple plastic broom is being held in the hand. The person is holding the broom using the hand in the bedroom. There is a doorknob."
/content/drive/MyDrive/project/SSG/data/frames/0UFI4.mp4/000562.jpg,"A young male person with fair skin, black hair and black clothing. There is a clothes. A red sofa or couch is located in the livingroom. A black shoe is located in the floor."
/content/drive/MyDrive/project/SSG/data/frames/AHZWF.mp4/000554.jpg,"A young female person with fair skin, brown hair and brown clothing. A white ceramic or melamine cup or glass or bottle is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/9N0BP.mp4/000207.jpg,"A middle-aged female person with fair skin, brown hair and black clothing. A white phone or camera is being held in the hand. The person is holding the phone using the hand in the kitchen. A brown wood closet or cabinet is closed. A green ceramic or melamine dish is located in the counter top."
/content/drive/MyDrive/project/SSG/data/frames/59CDL.mp4/000806.jpg,"A middle-aged male person with dark skin, black hair and blue clothing. A sandwich is being held in the hand. A food is being held in the hand. A transparent window is closed. There is a chair."
/content/drive/MyDrive/project/SSG/data/frames/1BBIY.mp4/000360.jpg,A person. There is a picture. There is a phone/camera.
/content/drive/MyDrive/project/SSG/data/frames/22FJU.mp4/000246.jpg,"A middle-aged male person with fair skin, blonde hair and black clothing. A white light is located in the ceiling. A multiple multiple clothes is located in the laundryroom. A picture is being held in the hand. The person is holding the picture using the hand in the laundryroom."
/content/drive/MyDrive/project/SSG/data/frames/6ERRL.mp4/000378.jpg,"A child male person with dark skin, black hair and brown clothing. A brown wood table is located in the hallway. A multiple book is being held in the hand. A multiple paper or notebook is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/78R4Y.mp4/000449.jpg,"A young male person with fair skin, black hair and blue clothing. A floor is located in the storageroom. A white metal door is opened. A white plastic shelf is opened. A white polythene bag is being held in the hand. A white refrigerator is opened."
/content/drive/MyDrive/project/SSG/data/frames/ATWCT.mp4/000017.jpg,"A young female person with medium skin, black hair and multiple clothing. A black textile shoe is located in the floor. There is a clothes."
/content/drive/MyDrive/project/SSG/data/frames/25O6O.mp4/000292.jpg,"A young female person with medium skin, black hair and multiple clothing. There is a medicine. A black cotton clothes is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/BR8B3.mp4/000829.jpg,"A middle-aged male person with fair skin, black hair and black clothing. A black synthetic sofa or couch is located in the floor. A food is being held in the hand. The person is holding the food using the hand in the livingroom. A white ceramic or melamine dish is being held in the hand. The person is holding the dish using the hand in the livingroom. A sandwich is present."
/content/drive/MyDrive/project/SSG/data/frames/944AK.mp4/000820.jpg,"A young male person with dark skin, black hair and blue clothing. A orange towel is carried. A green wood door is closed. A wood doorway is present."
/content/drive/MyDrive/project/SSG/data/frames/0OMFD.mp4/000238.jpg,"A young female person with fair skin, brown hair and black clothing. A pink cloth clothes is located in the bed. The person is holding the clothes using the hand in the bedroom. A white paper box is placed."
/content/drive/MyDrive/project/SSG/data/frames/81NAT.mp4/000388.jpg,"A middle-aged female person with fair skin, black hair and black clothing. There is a clothes. A black cloth shoe is located in the foot."
/content/drive/MyDrive/project/SSG/data/frames/0KTWY.mp4/000219.jpg,"A middle-aged female person with fair skin, blonde hair and white clothing. There is a food. A white phone or camera is being held in the hand. The person is holding the phone using the hand in the bathroom. A white ceramic or melamine dish is located in the bathroom. A mirror is located in the wall. A white ceramic or melamine cup or glass or bottle is placed."
/content/drive/MyDrive/project/SSG/data/frames/2XKVQ.mp4/000475.jpg,"A young female person with fair skin, brown hair and red clothing. A beige cotton clothes is being held in the hand. A beige towel is being held in the hand. The person is holding the towel using the hand in the bathroom."
/content/drive/MyDrive/project/SSG/data/frames/CDIW7.mp4/000135.jpg,"A middle-aged male person with fair skin, black hair and blue clothing. A brown cardboard box is being held in the hand."
/content/drive/MyDrive/project/SSG/data/frames/0CESB.mp4/000165.jpg,"A young male person with fair skin, blonde hair and red clothing. A mirror is located in the bedroom."
/content/drive/MyDrive/project/SSG/data/frames/4WVTC.mp4/000181.jpg,"A middle-aged male person with medium skin, black hair and ash clothing. A multiple towel is carried. A black laptop is placed. A multiple blanket is carried. A ash tile floor is located in the stairs."
/content/drive/MyDrive/project/SSG/data/frames/0TJ7G.mp4/000082.jpg,"A middle-aged male person with fair skin, black hair and white clothing. A brown wood table is located in the livingroom. A black television is on. There is a chair."
